Periodo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Nuevo Le�n ",8.833472183,8.922426707,8.696745501,8.771925181,8.891700348,8.688875539,9.063275681,9.268257031,9.29962323,9.430943825,9.362973655
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Oaxaca ",0.82794559,0.834583361,0.818669713,0.827427955,0.823100271,0.792390184,0.806922696,0.808568959,0.807749428,0.814001415,0.812923437
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Puebla ",1.831609711,1.919888491,1.836642219,1.859443743,1.906457036,1.890471338,1.938770491,1.936186707,1.857284753,1.76140356,1.736277589
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Quer�taro ",0.773979949,0.790823708,0.8025091,0.790422236,0.791484846,0.805607728,0.800328147,0.788967547,0.778759102,0.77637651,0.774243909
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Quintana Roo ",4.798234815,4.686935082,4.751491413,4.791570618,5.012837953,4.867073927,4.662740039,4.624945835,4.753057091,4.856422401,4.835114737
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos San Luis Potos� ",0.888007092,0.902858749,0.876262672,0.866797564,0.856462226,0.827611524,0.838575112,0.828914764,0.821236677,0.811877492,0.798259491
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Sinaloa ",2.238802122,2.249739105,2.202454031,2.210929648,2.195854945,2.128084529,2.175244775,2.168890121,2.1647229,2.164941093,2.151048704
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Sonora ",2.08659857,2.111833213,2.086811961,2.076025466,2.063802306,2.027597392,2.078475449,2.083696553,2.082047378,2.027064392,2.053505981
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Tabasco ",0.48070763,0.48967467,0.48233041,0.483441238,0.477903747,0.464261967,0.471319829,0.470009908,0.467148075,0.465565267,0.460825395
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Tamaulipas ",1.252906918,1.275619329,1.246284203,1.241961474,1.224776235,1.186047268,1.203665847,1.196281386,1.183547133,1.175464293,1.158678597
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Tlaxcala ",0.18765846,0.202533729,0.194487852,0.206684058,0.203316366,0.183279094,0.188767552,0.183130196,0.192585349,0.185605974,0.18854682
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Veracruz de Ignacio de la Llave ",2.24776423,2.287766893,2.216804941,2.210120632,2.193303668,2.141698721,2.181350418,2.17422102,2.130597747,2.098513429,2.091838096
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Yucat�n ",0.88988425,0.894034837,0.891156195,0.879890692,0.880700816,0.884677182,0.884398702,0.869458599,0.861008276,0.863026019,0.861623502
,Actividades terciarias > 71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos Zacatecas ",0.375879313,0.378445502,0.365580754,0.355490384,0.351172343,0.336543718,0.341997022,0.341981322,0.342252119,0.340282644,0.33233179
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Aguascalientes ,0.744952217,0.695747535,0.722273569,0.749887548,0.825896881,0.84177249,0.856487249,0.903006445,0.95315318,0.989350786,1.08361159
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Baja California ,3.166144498,3.171383173,3.046952124,3.052286277,2.991739246,3.15967334,3.20099985,3.202804504,3.283148135,3.184449788,2.745307936
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Baja California Sur ,3.901416247,4.22254291,4.348833256,4.380365248,4.689857264,4.508359944,4.162473427,4.603920655,4.849739214,5.26887502,5.844289533
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Campeche ,0.977358924,1.156447223,1.160615948,1.178621439,1.20881043,1.234025512,1.370310996,1.181024844,1.08418742,0.987354522,1.012299675
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Coahuila de Zaragoza ,1.769000131,1.70966786,1.588784217,1.617789613,1.638441013,1.611218675,1.381061672,1.512044104,1.585097397,1.530690423,1.653986371
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Colima ,0.820371794,0.97653735,0.964452381,0.977234102,0.944628306,0.833530203,0.963685949,0.855681336,0.874110125,0.917555805,0.826666709
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Chiapas ,1.719702804,1.900119059,1.768898734,1.728946919,1.699553129,1.55504658,1.485949673,1.618828377,1.556402279,1.505437155,1.461239442
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Chihuahua ,2.554038146,2.56107123,2.53000505,2.374368073,2.140297618,2.116878913,1.84902667,2.125598074,2.055469806,1.939885747,1.935125032
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Ciudad de M�xico ,16.37982445,15.47776829,15.86300512,16.49919118,16.49007841,15.53357661,13.42722626,14.07612729,13.43892814,12.64122365,12.14391156
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Durango ,0.671613132,0.737102604,0.734020317,0.667964983,0.66634891,0.605862161,0.648240441,0.647262226,0.653960125,0.645041595,0.675212112
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Guanajuato ,2.63907414,2.819821736,2.920830901,2.890080753,3.037522697,3.083691854,3.079387344,3.104196256,3.199037172,3.284494448,3.286827802
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Guerrero ,4.020189621,3.769794398,4.011755023,3.43124423,3.404917639,3.29740686,3.522834379,3.443632059,3.376832103,3.42294641,3.735557312
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Hidalgo ,0.746715031,0.669742167,0.760709479,0.87663311,0.971683202,0.9859442,1.06556359,1.161016543,1.063069361,0.992252496,1.110293691
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Jalisco ,7.103477838,7.326440824,7.111971865,7.15474335,7.034082557,7.312853585,8.542534218,7.624629886,8.053244601,8.288096059,8.115662828
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas M�xico ,6.557270722,6.269329933,5.803664979,6.212414989,5.816847297,5.438120447,6.045680311,4.858490515,5.079555716,5.163298699,4.67983301
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Michoac�n de Ocampo ,2.198150079,2.42919587,2.333915342,2.07357241,1.991433546,1.845624527,1.896163394,1.640333058,1.70876547,1.817980914,1.837069147
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Morelos ,1.611642995,1.608266394,1.469188582,1.361459146,1.352318629,1.370232511,1.217499082,1.378632882,1.33630786,1.350658695,1.56443983
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Nayarit ,2.667916243,2.732532542,3.174747699,2.954803736,2.203333182,2.765138802,2.94687241,3.638782975,3.770976297,3.887235195,3.806655273
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Nuevo Le�n ,4.933422131,4.624065196,4.136065443,3.847003277,4.117532473,4.28214069,4.569403688,4.641045975,4.715988048,4.678339036,4.708783317
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Oaxaca ,1.878827043,2.095416747,2.04817022,2.103677981,1.95765479,2.090166387,1.99481498,2.058934014,1.882243861,1.961392809,2.135205052
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Puebla ,1.874114481,2.000352337,1.983320556,2.017123695,2.111422159,2.433449489,2.645640642,2.678909264,2.589534545,2.604238917,2.743569192
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Quer�taro ,1.401870654,1.441242164,1.581955054,1.630318129,1.663629034,1.766756486,1.80345523,1.78205295,1.968053651,1.984076825,1.97917855
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Quintana Roo ,12.64647576,11.90516552,13.61705081,13.90003956,14.81114328,15.35238466,15.92666965,16.15479499,16.20832499,16.22698772,16.28925807
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas San Luis Potos� ,1.704458534,1.637029296,1.408934153,1.45146171,1.400231004,1.35564804,1.123990371,1.314555126,1.420220658,1.522002418,1.542541862
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Sinaloa ,2.896584583,3.150321483,2.933001402,2.786937357,2.628914618,2.571159805,2.687674561,2.754438941,2.752685187,2.787871023,2.586770682
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Sonora ,2.132541072,2.296923173,2.167665393,2.291786161,2.318088152,2.160719629,2.103900092,2.094438833,2.152719203,2.165793011,2.121038258
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Tabasco ,1.598070611,1.620391667,1.566270606,1.576550759,1.738583994,1.57880526,1.452880618,1.371922074,1.246832648,1.25066063,1.293935754
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Tamaulipas ,1.995456445,2.02871949,1.519995915,1.725414418,1.787162922,2.170574871,1.692555603,1.716866892,1.755744585,1.652564528,1.805680803
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Tlaxcala ,0.423566702,0.436500597,0.411260136,0.385015646,0.376833671,0.365525993,0.356388161,0.402714228,0.393753836,0.411784725,0.351760649
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Veracruz de Ignacio de la Llave ,3.95380772,4.268666334,4.003002704,3.804694713,3.768968971,3.690891715,3.909972087,3.271768803,2.870097395,2.781455827,2.82735599
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Yucat�n ,1.621229675,1.507311495,1.552314027,1.668599296,1.579958176,1.463269674,1.446308582,1.519844835,1.44282587,1.486737607,1.419666604
,Actividades terciarias > 72 Servicios de alojamiento temporal y de preparaci�n de alimentos y bebidas Zacatecas ,0.690715578,0.754383404,0.756368996,0.629770192,0.6320868,0.619550094,0.624348819,0.661701049,0.678991119,0.669267515,0.677266364
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Aguascalientes ,0.830569777,0.841678217,0.837869044,0.818494144,0.827098011,0.832892147,0.823241508,0.823935477,0.828127301,0.811894176,0.835965049
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Baja California ,3.388394099,3.287963074,3.089302288,3.11234931,3.186439667,3.132171137,3.09271898,3.00380026,3.04099411,3.137524974,3.204758495
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Baja California Sur ,0.764886266,0.767513453,0.783499862,0.783883068,0.792099486,0.782623551,0.791043177,0.784745778,0.784657267,0.815618856,0.834276092
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Campeche ,1.05501556,0.994018181,1.059582699,1.040476286,0.987600422,1.009680257,0.97986474,0.994769244,0.916803073,0.896614752,0.94985631
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Coahuila de Zaragoza ,2.153990286,2.111071186,2.135586865,2.087416676,2.123573327,2.069916685,1.978636064,1.94820497,2.029200144,2.054722033,1.962705196
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Colima ,0.577150751,0.579902527,0.596721541,0.593057652,0.596452718,0.586193298,0.611113129,0.60201727,0.592028926,0.586514245,0.592166146
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Chiapas ,2.068222423,1.994039836,2.035354066,2.039868137,2.076785652,2.049696745,2.148908246,2.074549189,2.106668912,1.998441187,1.95846041
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Chihuahua ,3.012237928,2.970224783,2.876772408,2.798835514,2.864167862,2.820036312,2.684323546,2.665888855,2.704680861,2.663849237,2.617597399
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Ciudad de M�xico ,21.42109528,21.44870009,21.35764707,21.41905973,21.27588687,21.36236823,21.29958327,21.45539056,21.48680423,21.15950414,21.33213337
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Durango ,0.898560171,0.859565556,0.893375483,0.909450382,0.87948515,0.855499725,0.90438987,0.907473025,0.917027053,0.948778597,0.924730773
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Guanajuato ,3.90757885,3.904019333,3.961231587,3.919130256,3.908012372,3.989961171,4.095912131,4.12610856,4.011680613,3.945502614,3.846843803
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Guerrero ,1.683655102,1.678095879,1.72952828,1.705763683,1.666755065,1.669062592,1.696841425,1.654567461,1.708660319,1.715557916,1.758609285
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Hidalgo ,1.599949899,1.516786142,1.616803863,1.623261595,1.548197881,1.579328284,1.61839221,1.638571378,1.590892904,1.58102686,1.517145853
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Jalisco ,6.667293753,6.60982486,6.535355118,6.358571371,6.5069278,6.345042961,6.346359285,6.204182985,6.411873527,6.531588639,6.498606382
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales M�xico ,8.861674303,9.119829626,9.208020633,9.414338565,9.5543957,9.753259426,10.08650309,10.29769787,10.47924987,10.66391554,10.47154057
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Michoac�n de Ocampo ,3.24875031,3.111432977,3.030295219,3.017892133,3.005817035,3.122703801,3.073468912,2.907920295,2.904789571,2.977857395,3.004086108
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Morelos ,1.468861716,1.466072388,1.486976631,1.482477366,1.513549716,1.555613925,1.569727298,1.569103721,1.593183304,1.602035277,1.59366657
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Nayarit ,0.707427906,0.714695287,0.713977089,0.710109726,0.727039213,0.72902373,0.724361476,0.726609457,0.725792086,0.716161709,0.742141245
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Nuevo Le�n ,4.771754832,4.690474704,4.740138776,4.880030595,4.799776577,4.724086565,4.423215235,4.449193314,4.49245136,4.493323501,4.585799742
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Oaxaca ,1.958676049,2.044661199,2.082121962,2.062094644,2.018823005,1.96160438,2.004825588,2.03549639,1.906366087,1.947597014,2.094711189
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Puebla ,3.112551737,3.281066388,3.160604105,3.244675378,3.223596047,3.297172491,3.161236592,3.1590907,3.128274018,3.244863228,3.142095083
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Quer�taro ,1.619262877,1.638866687,1.642612254,1.695726752,1.700135647,1.646615268,1.733870148,1.724151694,1.689378157,1.768506402,1.767533254
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Quintana Roo ,1.140711038,1.134678045,1.141620953,1.173550859,1.206145733,1.185777069,1.215966769,1.225092804,1.26822942,1.294729878,1.304324625
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales San Luis Potos� ,3.504486604,3.549255613,3.49869352,3.515679619,3.526193216,3.567462789,3.658803123,3.633557059,3.666948217,3.61691781,3.55734497
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Sinaloa ,3.162579293,3.049838362,3.072925722,3.059466212,3.102228201,3.039284677,2.9940943,3.008547712,2.981511464,3.034380907,3.041101387
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Sonora ,3.436961993,3.400341685,3.386347457,3.295651734,3.142835173,3.213406984,3.239344364,3.196259365,3.249752583,3.242281357,3.366399954
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Tabasco ,1.724050716,1.726499558,1.813285607,1.800732411,1.726788128,1.757736576,1.81027275,1.849702742,1.783738865,1.725749074,1.65819506
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Tamaulipas ,3.1670999,3.209851154,3.119626111,3.115044975,3.133818655,3.129225404,3.114226072,3.079859985,2.9951651,2.943414308,2.971889042
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Tlaxcala ,0.554746613,0.583544351,0.580421587,0.596314849,0.589266454,0.601164257,0.634585996,0.646657831,0.640214424,0.673818358,0.655104868
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Veracruz de Ignacio de la Llave ,4.941813902,5.065611127,5.155235134,5.115691299,5.126326063,5.01572652,4.889969925,5.076536729,4.84318503,4.660327991,4.702419382
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Yucat�n ,1.775899859,1.821443606,1.857931271,1.853818216,1.886449676,1.895386834,1.889795903,1.81448539,1.793790576,1.812377108,1.80773851
,Actividades terciarias > 81 Otros servicios excepto actividades gubernamentales Zacatecas ,0.814090204,0.828434125,0.800535798,0.757086859,0.777333478,0.720276213,0.704404884,0.71583193,0.727880628,0.734604914,0.700053875
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Total nacional ",100,100,100,100,100,100,100,100,100,100,100
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Aguascalientes ",1.206837282,1.243231327,1.250216336,1.311377494,1.338848216,1.235474618,1.281166096,1.31176067,1.347119275,1.368184652,1.426675265
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Baja California ",2.782208992,2.890276406,2.96776532,2.994892146,3.111043339,3.197833882,3.136396586,3.066809758,3.205656611,3.152174721,3.108785171
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Baja California Sur ",0.806500265,0.872025864,0.89687956,0.926473789,0.929651169,0.941720616,0.947345504,0.955249063,0.984954537,0.971415194,0.997665364
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Campeche ",0.90098619,0.912422485,0.955435718,0.972050394,0.954167115,0.903194278,0.882122769,0.910806807,0.934802814,0.933822455,0.927966164
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Coahuila de Zaragoza ",2.132034064,2.096530116,2.099352632,2.140568035,2.083457707,1.969716621,2.066415719,2.036424087,2.046172867,2.084315296,2.111033286
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Colima ",0.847742829,0.847116444,0.814522071,0.778615395,0.788251391,0.770865019,0.790143145,0.81763947,0.810962767,0.790517061,0.79148688
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Chiapas ",2.62870878,2.738885238,2.635300898,2.687531447,2.394447856,2.548578685,2.574130473,2.248644863,2.230062899,2.46477084,2.395537986
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Chihuahua ",2.707682684,2.527261129,2.590512751,2.665156647,2.698713433,2.606675709,2.620394896,2.586687887,2.664766759,2.652843582,2.680690077
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Ciudad de M�xico ",28.25820366,27.85179557,27.47831864,27.05181567,27.03478805,26.17994683,26.59200755,27.01480585,26.67755954,26.23862964,26.60037993
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Durango ",1.409489021,1.41387517,1.437607519,1.454735872,1.473783381,1.493089474,1.477551807,1.440988322,1.428293464,1.406600226,1.422490298
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Guanajuato ",2.829425706,3.002439044,2.987790351,3.041039388,2.993934776,3.015447585,3.061109349,3.040602658,3.047222369,3.042227598,3.142939848
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Guerrero ",2.415009289,2.440950038,2.400548196,2.342890466,2.392972507,2.4628558,2.479169169,2.460433356,2.48886008,2.465108658,2.359157324
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Hidalgo ",1.72165203,1.599004446,1.656619143,1.672353377,1.61515571,1.757512756,1.797639945,1.750752547,1.779905658,1.7130234,1.62061049
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Jalisco ",4.604145114,4.720732992,4.9159747,4.937558777,5.202797405,5.198791691,5.041650379,4.940187433,4.970715376,5.054304389,4.898532315
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales M�xico ",8.969173032,8.953430147,9.136087349,9.089442906,9.053781405,9.343355212,9.550476199,9.239554423,9.364763264,9.208284248,9.571769297
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Michoac�n de Ocampo ",2.707445949,2.795414897,2.815055492,2.800988261,2.761947921,2.734965322,2.741482423,2.839027378,2.889649851,2.995400173,2.925754059
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Morelos ",1.426248601,1.346205042,1.363816542,1.373749637,1.455964412,1.513776338,1.456387703,1.500563184,1.470276079,1.463897727,1.430004666
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Nayarit ",1.101286272,1.134104767,1.143798122,1.236045689,1.306637442,1.27619192,1.252632956,1.250611105,1.262695506,1.227230743,1.242723697
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Nuevo Le�n ",3.512935721,3.51121984,3.593000942,3.702955189,3.782797679,3.846626201,3.829764958,3.726215353,3.695849599,3.797281325,3.61979691
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Oaxaca ",2.604609951,2.54969069,2.431793079,2.447267191,2.329116967,2.283322551,2.307744976,2.415226964,2.393312376,2.512867822,2.388490528
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Puebla ",2.484601328,2.458921084,2.446064411,2.573541121,2.525848408,2.702615699,2.624840633,2.450822996,2.483675616,2.464803013,2.491867989
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Quer�taro ",1.336780975,1.427399181,1.413021509,1.449616939,1.501812068,1.506402157,1.474286685,1.501598319,1.495955004,1.548293405,1.477714469
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Quintana Roo ",1.400031878,1.431420919,1.457790167,1.437465031,1.429538924,1.438889019,1.255133427,1.293007946,1.308109463,1.354028331,1.442274791
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales San Luis Potos� ",2.074776296,2.093421641,2.141121472,2.134765559,2.08995887,2.173337672,2.124878043,2.206405735,2.176142849,2.171935974,2.138140918
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Sinaloa ",1.91736469,1.92021693,1.989209162,1.929084081,2.026597412,2.108827208,2.033426187,2.094801957,2.088312419,2.190118919,2.033249479
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Sonora ",2.298379985,2.419850106,2.421357907,2.480610761,2.580303023,2.520515853,2.549049858,2.521812348,2.454927586,2.420907615,2.439169595
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Tabasco ",2.188109483,2.073005341,1.967550426,1.893224969,1.866837464,1.887996757,1.805885139,1.796401222,1.871377725,1.911809225,1.934090738
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Tamaulipas ",2.59686558,2.550178976,2.468952525,2.325917244,2.385953923,2.449666839,2.440217007,2.579711794,2.594700954,2.593225629,2.571284396
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Tlaxcala ",0.931184964,0.884444774,0.850231723,0.851197444,0.786166439,0.799960355,0.79310483,0.809315529,0.757089084,0.755349407,0.752066551
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Veracruz de Ignacio de la Llave ",4.565379673,4.592242448,4.537066462,4.549062577,4.424487406,4.371900314,4.296245131,4.467967791,4.291846083,4.215954565,4.237826188
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Yucat�n ",1.452670856,1.476100642,1.44630628,1.466852945,1.428790167,1.472531841,1.43241896,1.474805653,1.488895008,1.536771864,1.531819654
,Actividades terciarias > 93 Actividades legislativas gubernamentales de impartici�n de justicia y de organismos internacionales y extraterritoriales Zacatecas ",1.181528865,1.226186302,1.290932594,1.281153562,1.251448015,1.287415177,1.284781505,1.250357535,1.295366516,1.293902299,1.288005679
