Periodo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Ciudad de M�xico ,9.303938667,9.692328062,10.41941368,9.888362727,9.884541237,9.826903566,8.110216304,6.885597149,6.181379474,6.008747023,6.037636158
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Durango ,0.23788761,0.227340739,0.224471951,0.242498478,0.274944455,0.308442636,0.28826678,0.306469152,0.27808447,0.271117613,0.273875831
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Guanajuato ,1.892461619,1.968310052,2.074172329,2.350920113,1.53166164,1.349946966,3.84890594,6.113291855,5.869411304,5.82736282,5.516865158
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Guerrero ,0.421102075,0.419213352,0.379417672,0.404632603,0.394721071,0.398179582,0.375835672,0.28819479,0.261663321,0.243774276,0.225970033
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Hidalgo ,0.72966384,1.098579509,1.049060576,1.141527402,1.12966768,1.016721509,0.823696764,0.761876163,0.873218394,0.8985828,0.883466888
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Jalisco ,20.28723378,19.86276471,20.32430006,19.03076649,21.15095608,22.74717501,22.68880009,22.73700352,22.44644851,22.5416403,22.34977709
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco M�xico ,11.65105,11.7219879,12.43470772,12.65052145,12.84491369,14.50133649,10.12490689,6.465390592,6.13437092,5.911400728,5.64028594
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Michoac�n de Ocampo ,0.396008967,0.408849526,0.400280181,0.431008748,0.421053796,0.424292145,0.529901717,0.681070019,0.666510041,0.644781977,0.642914704
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Morelos ,0.446389931,0.44861912,0.458236665,0.458677818,0.388044125,0.345743141,0.47205396,0.604498469,0.557475773,0.535148789,0.52717996
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Nayarit ,0.699405277,0.720596699,0.697923108,0.790210321,0.801349905,0.837552441,0.767214814,0.657188215,0.641225536,0.675912669,0.661865904
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Nuevo Le�n ,16.11312316,15.94970813,15.6140944,14.73524628,13.13565214,12.66012361,13.10020728,13.78943316,15.00934964,15.03056074,14.79279093
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Oaxaca ,5.463857733,5.648023217,3.371474353,3.627918179,3.312712555,3.702622965,3.818317864,4.152725005,4.271974532,3.828174365,3.935826565
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Puebla ,1.809068574,1.778912914,1.501878888,1.447127657,1.405691357,1.336988979,1.085188435,1.05433422,0.956865287,0.852375958,0.809216612
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Quer�taro ,2.037637653,1.822146158,1.70695834,1.911814806,1.818634679,1.390174964,1.63013976,1.8207986,1.808396462,1.875677946,1.773508261
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Quintana Roo ,0.307450466,0.31298026,0.30760974,0.313682372,0.282360402,0.264611965,0.23118519,0.217128282,0.189513772,0.177971212,0.175897088
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco San Luis Potos� ,0.907731398,0.866813295,0.912529707,0.97108009,0.943635271,0.991452736,0.96068486,0.987094071,0.926091826,0.948653346,0.955537646
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Sinaloa ,1.423161766,1.317742807,1.323634011,1.315522089,1.383111449,1.392894824,1.276605124,1.186494809,1.125117291,1.140583157,1.114804425
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Sonora ,2.789286363,2.845777038,2.96223568,2.95921173,2.929978559,2.950203442,2.823013974,3.019079686,2.748340854,2.732581367,2.786417291
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Tabasco ,0.867148106,0.960162133,1.233733702,1.207194509,1.207465813,1.055453364,2.029900999,2.924730758,2.811685467,2.754043251,2.521327861
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Tamaulipas ,1.917132774,1.878277607,1.904608301,2.034665571,2.303855498,1.129099405,1.858995002,2.436395216,2.502120779,2.401556304,2.339514267
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Tlaxcala ,1.233804242,1.12233834,1.132912528,0.915554205,0.649207742,0.617539834,1.307979379,1.519238519,1.468064028,1.436360756,1.315939149
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Veracruz de Ignacio de la Llave ,3.96739658,3.816988907,3.981981776,4.13438941,4.25242601,3.721545645,4.074200506,4.15318171,4.323066149,4.350701305,4.186309692
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Yucat�n ,0.724198535,0.731523979,0.841946391,0.838346538,0.812109513,0.752197162,0.722033829,0.688145198,0.657211709,1.064324998,1.394658614
,Actividades secundarias > 31-33 Industrias manufactureras > 312 Industria de las bebidas y del tabaco Zacatecas ,6.149431274,6.482322837,7.248543465,6.2360705,5.762066625,5.112741109,6.426742169,6.517329401,5.981190685,5.44606833,6.29774215
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Total nacional ",100,100,100,100,100,100,100,100,100,100,100
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Aguascalientes ",2.233820208,2.04938966,2.202127144,1.694104687,1.792794515,2.197818835,1.993441514,2.033435687,2.194501793,2.309743149,2.219900069
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Baja California ",1.459235338,1.486510244,1.473737811,1.508810792,1.725337503,1.840281137,1.943074881,2.059369013,2.425340224,2.320692648,2.305349961
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Baja California Sur ",0.02237669,0.023886323,0.025216341,0.025755767,0.024942591,0.024737535,0.024938037,0.027201123,0.030018209,0.026734306,0.028470257
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Campeche ",0.052697752,0.034484036,0.036398754,0.038037867,0.046425914,0.039776817,0.043244446,0.039441752,0.033454319,0.0324256,0.034568232
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Coahuila de Zaragoza ",4.446390258,3.669807601,3.961519691,4.282746441,4.624582952,4.657134438,4.895828799,4.804952762,4.962708288,4.878936954,5.107019828
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Colima ",0.050974965,0.057619962,0.059632758,0.058618755,0.054781695,0.05296718,0.057774331,0.07187868,0.072973217,0.078796654,0.071114516
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Chiapas ",0.266440715,0.248826399,0.277783842,0.251779099,0.235160003,0.204409743,0.211215415,0.218606517,0.268935489,0.264764908,0.257555089
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Chihuahua ",2.512237352,2.3783453,2.619668273,2.391824988,2.522733702,3.22286644,3.475712966,3.359799413,3.287762836,3.545141184,3.72009483
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Ciudad de M�xico ",5.828075715,6.117658099,6.748886035,6.691161095,5.940385831,5.761010353,5.288763808,5.078853405,5.141103113,4.18242345,3.968691226
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Durango ",0.230709366,0.20617225,0.244071409,0.251320398,0.292512108,0.333857818,0.321155094,0.318443067,0.312168578,0.318969771,0.338518299
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Guanajuato ",3.761744677,4.042273105,4.082742129,4.182032693,4.592233215,4.661256921,4.639866115,4.541941412,4.939424468,5.52075646,5.448662911
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Guerrero ",0.182605715,0.222838964,0.258959267,0.230109456,0.262186991,0.27884654,0.292759785,0.270863828,0.28383578,0.251611752,0.245694112
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Hidalgo ",13.92091828,13.22535322,12.90003144,14.22803139,14.64841421,12.63276743,13.02639977,13.64090267,13.49884327,13.73056273,14.1056602
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Jalisco ",3.454516659,3.329058879,3.227112187,3.149086717,3.494216032,3.572428201,3.82858048,3.822913832,4.0614245,3.753306504,3.798309795
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir M�xico ",19.62444745,20.10252372,18.95025303,16.50379725,15.76032564,16.41823542,15.42959286,15.1860277,15.42706464,15.64358396,14.99249746
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Michoac�n de Ocampo ",1.100937052,1.409814398,1.307412128,1.483856433,1.487019717,1.540365887,1.485256333,1.411785229,1.556323472,1.469413651,1.485893616
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Morelos ",1.758692484,2.765918798,2.232314576,2.047913003,2.126373402,2.439660618,1.894172138,1.784704251,1.638993242,1.580638452,1.72199332
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Nayarit ",0.039516594,0.044378745,0.047891224,0.04718815,0.044419487,0.046755762,0.049229782,0.052240112,0.049909444,0.046348125,0.051656743
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Nuevo Le�n ",5.043747932,4.541105474,4.793341259,4.892522792,4.617482487,4.380880605,4.099192444,4.475111808,3.584211389,3.627293,3.448778954
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Oaxaca ",0.529934364,0.560443917,0.563123437,0.53308638,0.4975913,0.491147818,0.479818424,0.425367977,0.511634668,0.621344605,0.495547268
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Puebla ",15.45593917,16.80580827,16.61520258,17.64266085,17.53499734,16.09111916,16.09011602,15.88843141,14.83158984,15.42420674,15.39169477
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Quer�taro ",4.843528241,4.431958247,4.163606222,4.124262797,4.051797421,4.479754257,4.11469566,4.324074444,4.459118616,4.477629393,4.837383707
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Quintana Roo ",0.091906444,0.092148759,0.104359868,0.102495826,0.091736858,0.095001736,0.097190341,0.096993835,0.103068804,0.105029086,0.114722128
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir San Luis Potos� ",2.306094204,2.293587294,2.284104396,2.348986583,2.446575242,2.652547431,2.669252457,2.664651132,2.477868462,2.403741213,2.464550141
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Sinaloa ",0.36009194,0.442239266,0.40606899,0.382703808,0.38410862,0.352639776,0.356721905,0.378616738,0.462682789,0.491117403,0.500906835
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Sonora ",1.865102112,1.644657082,1.896763406,1.9845148,1.907644269,2.02328984,2.090927748,2.220035245,1.933110754,1.744427474,1.879413498
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Tabasco ",0.21019231,0.21202798,0.219518388,0.212507486,0.192908081,0.200820044,0.208092969,0.217061082,0.271256859,0.280511501,0.332158703
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Tamaulipas ",1.267636916,1.156864765,1.565936805,1.6971416,1.746184072,1.570840082,1.155725401,0.88826864,1.093836549,1.001881745,0.994808579
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Tlaxcala ",2.965408697,2.44472516,2.790012001,2.923218921,2.939202455,4.023076515,3.960966469,4.072107178,4.183366522,4.470473241,4.444433523
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Veracruz de Ignacio de la Llave ",1.819158664,1.666118438,1.612226911,1.686652123,1.710016406,1.686754913,3.877439099,3.718792325,4.103155953,3.702823656,3.461808669
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Yucat�n ",1.39569502,1.340527737,1.355725234,1.377548648,1.148320803,0.944045958,0.818304,0.80630901,0.778565558,0.797555627,0.765158939
,Actividades secundarias > 31-33 Industrias manufactureras > 313-314 Fabricaci�n de insumos textiles y acabado de textiles; Fabricaci�n de productos textiles excepto prendas de vestir Zacatecas ",0.899226722,0.952927908,0.974252469,1.02552241,1.056589143,1.082904794,1.080550509,1.100818724,1.021748354,0.897115059,0.966983818
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Total nacional ",100,100,100,100,100,100,100,100,100,100,100
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Aguascalientes ",2.489527293,3.039396109,2.888553134,2.913392882,2.669909525,2.539471942,2.523148989,2.437602341,2.542593175,2.452256857,2.444722911
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Baja California ",2.995137028,3.263411765,3.082403051,2.555912569,2.322101859,2.259790047,2.432698302,2.202931866,2.772612225,2.582890213,2.53279701
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Baja California Sur ",0.036703355,0.037207512,0.042363434,0.045617649,0.044263535,0.042927643,0.042375918,0.045327983,0.050322902,0.050221222,0.050018321
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Campeche ",0.780767154,0.902651246,0.914328913,0.939795358,1.004143344,1.114895881,1.128192009,0.988856551,0.850599253,0.824242173,0.836577489
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Coahuila de Zaragoza ",8.158239157,8.375444593,5.226292922,5.356698455,5.479096031,5.288523859,5.190266765,4.718916398,4.75978402,4.744152939,4.932260969
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Colima ",0.067220546,0.072810263,0.084788471,0.085418299,0.088777276,0.090626672,0.080216341,0.074185398,0.080911333,0.092443597,0.083951149
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Chiapas ",0.391168134,0.353249415,0.384927681,0.399309175,0.37002789,0.382097935,0.417193028,0.405465429,0.494800759,0.531787561,0.480333132
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Chihuahua ",2.636832435,2.748919408,2.857921454,2.937210105,3.128632553,3.119207167,3.006863425,2.999908328,2.950627557,3.093358377,2.739673161
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Ciudad de M�xico ",9.65952608,8.997535738,10.27342711,11.38779076,11.69329303,11.37700982,11.38507926,11.0160162,10.66598484,11.03956929,11.13982194
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Durango ",2.846650781,3.12771158,2.368822405,2.20461583,2.984680025,3.232945205,3.100844721,3.305583875,3.766627396,4.036513851,4.092551717
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Guanajuato ",19.3025606,18.98724644,20.63196672,20.96032914,21.18249628,21.25659432,21.12449507,21.07238916,21.02963807,20.96754743,20.93718655
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Guerrero ",0.258676843,0.260476274,0.290270344,0.285303106,0.271073085,0.265768339,0.258244333,0.236073771,0.255941101,0.235664848,0.24589315
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Hidalgo ",2.229669345,2.272857772,2.457063131,2.538048067,2.422988803,2.631017282,2.82429748,3.049456908,3.230633346,3.702638317,3.773008796
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Jalisco ",7.688083343,7.613678145,7.704227289,7.158239156,6.954481497,6.500694701,6.417390787,6.140283054,5.565386985,5.31233785,5.114895619
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos M�xico ",8.798954965,8.581375204,9.44235151,9.544168777,9.88385864,11.00450536,11.13682358,11.15281428,10.85066661,10.84739417,11.09852773
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Michoac�n de Ocampo ",0.939336727,0.890118649,0.899441832,0.935690734,1.007097785,1.022187059,1.076869178,0.997979755,1.068535776,0.867008909,0.825796697
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Morelos ",0.707040764,0.729414367,0.854227393,0.818897934,0.778845134,0.84950589,0.860013076,0.882714348,0.769102657,0.758798156,0.735935588
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Nayarit ",0.08877817,0.0924876,0.092996509,0.091020934,0.085946674,0.085637674,0.088474086,0.094569481,0.092545239,0.09689746,0.099617157
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Nuevo Le�n ",4.886273103,4.636673198,5.002322633,5.125601506,4.982929449,5.030197598,4.896996423,6.016017038,4.656490024,4.872057248,4.711801858
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Oaxaca ",0.558226296,0.619517542,0.690777527,0.690953139,0.664464812,0.611293886,0.485379006,0.465838069,0.527851162,0.534414012,0.539426735
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Puebla ",7.274864644,7.679763873,7.595928493,6.312360546,6.159318702,5.863650906,5.794977682,5.959318674,6.479321557,6.619194045,6.787861228
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Quer�taro ",2.816797352,2.658055272,2.842776871,3.01915165,2.549420664,2.516590553,2.617125372,2.810076645,3.17733939,3.438498924,3.695565674
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Quintana Roo ",0.12018241,0.117247304,0.135199774,0.132276468,0.11410737,0.113400492,0.110701941,0.105899394,0.131952512,0.15208311,0.162985922
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos San Luis Potos� ",1.476094471,1.301674379,1.359738822,1.285093714,1.267755771,1.362796557,1.561823135,1.486386001,1.317713709,1.142311927,1.203374917
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Sinaloa ",0.496365872,0.477155168,0.474122027,0.466729787,0.472563912,0.471572254,0.483022809,0.48350364,0.517773522,0.536930625,0.50523862
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Sonora ",2.198913004,2.613620725,2.709232997,2.589820115,2.459303908,2.293657125,2.487728643,2.46081682,2.371763028,2.151915649,1.936312977
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Tabasco ",0.400238735,0.380747312,0.39611486,0.393409729,0.35821771,0.360242784,0.366493028,0.377626861,0.498552969,0.571177086,0.611459686
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Tamaulipas ",1.631182954,1.372931004,1.596287295,1.6674136,1.461682321,1.321962192,1.264457089,1.434096293,1.766687446,1.511948717,1.517122936
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Tlaxcala ",1.15374162,1.254088914,1.290814462,1.581207609,1.511452893,1.540329481,1.456186157,1.442725547,1.416173243,1.36624827,1.381475521
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Veracruz de Ignacio de la Llave ",4.055767723,3.445358244,2.378402968,2.766776866,2.926379738,2.735891347,2.55786051,2.468922367,2.631896495,2.173501795,2.091800885
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Yucat�n ",2.654926051,2.869414888,2.754555859,2.535112931,2.414315031,2.461095827,2.573604524,2.441489672,2.49673955,2.464953383,2.484535736
,Actividades secundarias > 31-33 Industrias manufactureras > 315-316 Fabricaci�n de prendas de vestir; Curtido y acabado de cuero y piel  y fabricaci�n de productosde cuero piel y materiales suced�neos Zacatecas ",0.201553044,0.227760098,0.277352108,0.276633419,0.286374762,0.253912203,0.250157345,0.226207856,0.212432154,0.229041991,0.207468226
,Actividades secundarias > 31-33 Industrias manufactureras > 321 Industria de la madera Total nacional ,100,100,100,100,100,100,100,100,100,100,100
,Actividades secundarias > 31-33 Industrias manufactureras > 321 Industria de la madera Aguascalientes ,0.534741335,0.532440196,0.516385261,0.490665816,0.498081421,0.58727459,0.591416708,0.574193965,0.690229313,0.684936122,0.63618984
,Actividades secundarias > 31-33 Industrias manufactureras > 321 Industria de la madera Baja California ,6.322348791,4.670242753,2.87913998,1.871800564,1.919147846,2.124668551,2.445590514,2.535853362,3.01497629,2.861794627,3.031659239
,Actividades secundarias > 31-33 Industrias manufactureras > 321 Industria de la madera Baja California Sur ,0.178002109,0.135957509,0.107759714,0.108984561,0.110325842,0.117589805,0.128410406,0.12747414,0.141637536,0.134410655,0.14419485
,Actividades secundarias > 31-33 Industrias manufactureras > 321 Industria de la madera Campeche ,0.113971187,0.133795793,0.138562233,0.169531037,0.178578134,0.206536782,0.136554019,0.177714802,0.21366292,0.187620687,0.20808281
,Actividades secundarias > 31-33 Industrias manufactureras > 321 Industria de la madera Coahuila de Zaragoza ,1.815202914,1.909688512,2.104498959,2.065557431,2.186766566,2.24695471,2.131553765,1.950884039,2.137127364,2.015645464,2.130535893
,Actividades secundarias > 31-33 Industrias manufactureras > 321 Industria de la madera Colima ,0.218145244,0.200967507,0.194962593,0.159780073,0.142428065,0.150020147,0.180987896,0.14777922,0.154242693,0.141117232,0.134203722
